,user_id,checkin_frequency,time_of_day_preference,workout_diversity,seasonal_variability,weekend_preference,avg_workout_duration,checkin_regularity,age,gender
36,user_1030,6.021505376344086,morning,6,2.3664319132398464,0.25,100.07142857142857,115.52030736689292,25,Female
37,user_1031,5.124555160142348,evening,6,2.485513584307633,0.20833333333333334,111.47916666666667,96.2717928282063,28,Male
38,user_1032,4.782608695652175,afternoon,6,2.1705094128132942,0.22727272727272727,105.1590909090909,127.74483148529764,58,Female
39,user_1033,6.890459363957597,morning,6,3.24037034920393,0.3076923076923077,98.58461538461539,97.22627429197529,54,Non-binary
40,user_1034,7.169117647058823,morning,6,3.7193189340702326,0.26153846153846155,97.21538461538462,120.03452607644529,31,Male
41,user_1035,6.832740213523131,morning,6,2.065591117977289,0.28125,106.84375,121.51332845122563,47,Female
42,user_1036,5.2264808362369335,afternoon,6,2.260776661041756,0.26,104.76,123.03913016199526,52,Male
43,user_1037,6.044776119402985,morning,6,2.836272984824353,0.25925925925925924,106.20370370370371,113.5455957851563,38,Male
44,user_1038,7.340425531914893,morning,6,2.282785822435191,0.3188405797101449,105.57971014492753,119.456322536123,54,Male
45,user_1039,7.072243346007604,morning,6,3.190262963734773,0.3387096774193548,112.2258064516129,126.44324630251757,22,Non-binary
46,user_104,5.563636363636364,morning,6,1.4491376746189435,0.37254901960784315,97.88235294117646,122.10658442190443,34,Male
47,user_1040,7.148014440433213,morning,6,2.2211108331943574,0.24242424242424243,96.39393939393939,102.63260184531258,36,Female
48,user_1041,6.176470588235294,morning,6,2.7162065049951147,0.375,111.98214285714286,112.02411657140036,31,Non-binary
49,user_1042,6.847826086956522,morning,6,2.4060109910158114,0.30158730158730157,85.42857142857143,100.69751448563864,43,Non-binary
50,user_1043,6.8181818181818175,morning,6,2.260776661041756,0.25,109.15,119.14788290678483,21,Male
51,user_1044,5.894736842105263,afternoon,6,2.836272984824353,0.2857142857142857,108.82142857142857,130.45644550992554,42,Male
52,user_1045,5.704225352112676,morning,6,2.5473297566057065,0.2222222222222222,104.66666666666667,128.4982563570123,62,Female
53,user_1046,6.129032258064516,morning,6,2.9078437983419185,0.2807017543859649,110.05263157894737,102.92149164075713,59,Female
54,user_1047,6.4206642066420665,morning,6,2.6583202716502514,0.22413793103448276,104.44827586206897,108.13595765676587,42,Male
55,user_1048,7.039711191335741,afternoon,6,2.7182510717166815,0.3384615384615385,108.01538461538462,122.62026712870224,35,Male
56,user_1049,7.922535211267606,morning,6,2.5495097567963922,0.3333333333333333,105.94666666666667,124.5444784045992,57,Female
57,user_105,7.169117647058823,morning,6,2.273030282830976,0.27692307692307694,101.87692307692308,107.02942408070604,25,Male
58,user_1050,5.404411764705882,morning,6,2.024845673131659,0.30612244897959184,104.85714285714286,130.7371829010699,25,Female
59,user_1051,6.405693950177936,afternoon,6,2.260776661041756,0.25,106.85,118.2767139537848,56,Male
60,user_1052,5.936395759717314,afternoon,6,1.837873166945363,0.35714285714285715,103.53571428571429,132.24148149355193,57,Female
61,user_1053,5.454545454545455,morning,6,2.043961295567452,0.3269230769230769,106.1923076923077,124.97637423788169,31,Female
62,user_1054,5.830388692579505,morning,6,1.9578900207451218,0.3090909090909091,101.2909090909091,125.0521344808837,49,Female
63,user_1055,6.02112676056338,morning,6,2.79085809185793,0.3333333333333333,108.78947368421052,127.54607010802017,55,Male
64,user_1056,6.630434782608696,morning,6,1.9119507199599983,0.4098360655737705,110.45901639344262,128.5240189471512,50,Female
65,user_1057,6.947368421052632,afternoon,6,3.339993346633426,0.3181818181818182,99.86363636363636,130.36668330284627,40,Male
66,user_1058,6.832740213523131,morning,6,2.5473297566057065,0.296875,111.0625,113.13001777450133,32,Male
67,user_1059,8.647686832740213,morning,6,1.9119507199599983,0.30864197530864196,106.22222222222223,115.16465853702414,50,Female
68,user_106,6.021897810218978,morning,6,3.2744804507314167,0.2727272727272727,108.25454545454545,142.05925501602945,52,Male
69,user_1060,6.064981949458485,afternoon,6,2.4585451886114367,0.23214285714285715,108.875,134.2380216803215,42,Female
70,user_1061,6.382978723404255,evening,6,1.4907119849998598,0.2,95.86666666666666,123.50150075871616,34,Male
71,user_1062,7.317073170731708,afternoon,6,3.2317865716108862,0.3142857142857143,103.75714285714285,114.70268100545,50,Female
72,user_1063,5.8510638297872335,morning,6,2.41522945769824,0.2,116.12727272727273,107.05913776849903,64,Female
73,user_1064,6.0,morning,6,1.5670212364724212,0.3333333333333333,106.29824561403508,119.54341166591854,19,Female
74,user_1065,6.344086021505376,afternoon,6,2.5582111805799856,0.3728813559322034,97.0,116.0934196807207,31,Female
75,user_1066,5.809859154929577,morning,6,1.1785113019775793,0.23636363636363636,110.85454545454546,129.1070065776809,57,Female
76,user_1067,5.638297872340425,evening,6,2.5407785333546005,0.32075471698113206,93.43396226415095,105.86053319669129,57,Female
77,user_1068,5.802919708029197,morning,6,3.9454615277134137,0.33962264150943394,101.09433962264151,114.51973951710184,56,Male
78,user_1069,7.4721189591078065,afternoon,6,3.653004851412662,0.34328358208955223,108.92537313432835,122.76610030710995,23,Male
79,user_107,7.6573426573426575,afternoon,6,2.7908580918579307,0.2191780821917808,97.64383561643835,106.63722359928546,52,Male
80,user_1070,5.241635687732342,morning,6,2.263232692902394,0.3829787234042553,115.93617021276596,124.2884618101392,23,Male
81,user_1071,5.735294117647059,morning,6,3.6453928305312844,0.3076923076923077,111.3076923076923,114.6103817629238,20,Female
82,user_1072,7.169117647058823,morning,6,2.7182510717166815,0.24615384615384617,104.76923076923077,117.03867454515073,24,Female
83,user_1073,6.021897810218978,morning,6,2.1213203435596424,0.2909090909090909,97.50909090909092,127.3359950109817,25,Male
84,user_1074,6.788321167883212,morning,6,1.9888578520235065,0.2903225806451613,98.19354838709677,131.9770761680974,59,Male
85,user_1075,6.947368421052632,morning,6,4.060651288757616,0.3181818181818182,104.95454545454545,120.39273273812604,32,Female
86,user_1076,6.666666666666667,morning,6,3.018461712712472,0.26666666666666666,111.58333333333333,109.14873845791804,64,Male
87,user_1077,5.2313167259786475,morning,6,2.3781411975649287,0.2653061224489796,106.06122448979592,130.77384076747924,46,Female
88,user_1078,5.672727272727273,afternoon,6,2.043961295567452,0.3269230769230769,106.57692307692308,111.38599904976263,50,Male
89,user_1079,7.894736842105263,morning,6,4.2946995755750415,0.3,103.08571428571429,95.63753859980305,47,Female
90,user_108,7.071428571428571,afternoon,6,3.5023801430836525,0.22727272727272727,104.39393939393939,133.89495739341575,50,Male
91,user_1080,8.861209964412812,morning,6,2.7908580918579307,0.3132530120481928,111.28915662650603,123.27881372677695,56,Non-binary
92,user_1081,7.204301075268817,morning,6,2.6267851073127395,0.1791044776119403,104.40298507462687,120.58550245889182,44,Male
93,user_1082,6.043165467625899,afternoon,6,3.3730961708462712,0.30357142857142855,102.17857142857143,110.1337173177937,53,Female
94,user_1083,6.879699248120301,afternoon,6,3.0349812373573433,0.16393442622950818,103.47540983606558,107.21563361000803,46,Male
95,user_1084,5.845588235294118,morning,6,3.0568684048294332,0.3018867924528302,98.9245283018868,135.19418328674553,55,Female
96,user_1085,5.387323943661972,morning,6,2.183269719175042,0.35294117647058826,107.41176470588235,124.42426595798617,50,Female
97,user_1086,6.192170818505338,afternoon,6,2.2997584414213783,0.3275862068965517,110.46551724137932,124.72479479273649,54,Male
98,user_1087,6.725978647686833,afternoon,6,2.406010991015812,0.20634920634920634,107.57142857142857,125.2171545802068,44,Female
99,user_1088,5.756457564575646,morning,6,2.2997584414213788,0.28846153846153844,101.1923076923077,99.28282042414261,50,Female
100,user_1089,6.619217081850533,afternoon,6,2.6161889160464775,0.2903225806451613,103.06451612903226,110.4487542818133,21,Male
101,user_109,6.199261992619927,morning,6,2.9514591494904874,0.25,94.32142857142857,116.48520375396477,22,Female
102,user_1090,6.741573033707865,morning,6,2.2110831935702664,0.26666666666666666,102.6,108.14519052002501,39,Male
103,user_1091,7.2631578947368425,morning,6,2.4244128727957577,0.42028985507246375,112.6231884057971,121.17417209306915,19,Female
104,user_1092,7.2,morning,6,2.716206504995115,0.2727272727272727,100.96969696969697,106.9727521920347,27,Female
105,user_1093,6.526315789473684,morning,6,2.485513584307633,0.3870967741935484,93.7741935483871,116.27449151490269,22,Female
106,user_1094,6.327272727272728,morning,6,2.2509257354845507,0.3275862068965517,106.93103448275862,122.93888185468094,27,Female
107,user_1095,7.4475524475524475,afternoon,6,3.6040101122068022,0.28169014084507044,102.3943661971831,105.63001271381788,50,Female
108,user_1096,5.5234657039711195,morning,6,1.9692073983655907,0.35294117647058826,105.27450980392157,125.46917826254204,55,Male
109,user_1097,6.021505376344086,afternoon,6,2.7968235951204043,0.17857142857142858,96.51785714285714,116.83771876090582,30,Female
110,user_1098,7.148014440433213,morning,6,2.0110804171997807,0.4393939393939394,109.06060606060606,113.58240400695875,48,Non-binary
111,user_1099,9.361702127659575,morning,6,3.6453928305312844,0.36363636363636365,110.05681818181819,112.79460697541013,64,Female
112,user_11,6.702127659574468,evening,6,2.5407785333546005,0.19047619047619047,100.04761904761905,124.56114395252017,28,Male
113,user_110,7.738515901060071,afternoon,6,2.496664441476534,0.2465753424657534,108.9041095890411,114.87276761118862,59,Male
114,user_1100,6.914893617021276,morning,6,2.6770630673681683,0.38461538461538464,103.66153846153846,121.65040661079365,53,Male
115,user_1101,6.555555555555555,morning,6,2.7264140062238043,0.3389830508474576,105.8135593220339,110.29022923290542,62,Male
116,user_1102,5.106382978723404,morning,6,2.097617696340303,0.3958333333333333,112.04166666666667,109.9135351032343,41,Male
117,user_1103,6.9642857142857135,morning,6,2.877112750272011,0.3076923076923077,103.64615384615385,117.29581105762757,32,Male
118,user_1104,6.067415730337078,morning,6,3.238655413730965,0.2777777777777778,100.20370370370371,118.71978876258012,46,Male
119,user_1105,6.0,afternoon,6,1.70293863659264,0.3333333333333333,115.33333333333333,101.0687033270329,25,Female
120,user_1106,6.847826086956522,afternoon,6,3.1287200080686173,0.2698412698412698,108.46031746031746,127.93243874869366,22,Female
121,user_1107,5.955882352941177,afternoon,6,1.9550504398153572,0.18518518518518517,104.88888888888889,106.8910945579238,46,Male
122,user_1108,7.392857142857142,morning,6,3.3482997343593826,0.37681159420289856,103.85507246376811,120.54482971139515,64,Female
123,user_1109,5.474452554744526,morning,6,2.6246692913372702,0.32,96.36,115.7777750575598,21,Male
124,user_111,7.279411764705882,morning,6,2.836272984824353,0.18181818181818182,102.16666666666667,109.68769696453936,56,Male
125,user_1110,6.293706293706294,morning,6,3.496029493900505,0.31666666666666665,117.95,143.94118343924006,29,Male
126,user_1111,5.719424460431654,morning,6,2.907843798341918,0.3018867924528302,114.32075471698113,126.71109852214124,62,Male
127,user_1112,5.406360424028269,morning,6,1.728840330651992,0.1568627450980392,107.58823529411765,124.68095447245852,19,Female
128,user_1113,6.498194945848376,morning,6,3.197221015541813,0.2,91.0,130.8288351353165,44,Male
129,user_1114,6.236559139784946,evening,6,1.7511900715418263,0.25862068965517243,111.32758620689656,114.47116336924233,48,Male
130,user_1115,5.934065934065934,morning,6,3.6575644598253874,0.2222222222222222,106.05555555555556,93.45003632329087,53,Male
131,user_1116,4.838709677419354,afternoon,6,2.1213203435596424,0.2,100.68888888888888,138.65690694499065,53,Female
132,user_1117,6.451612903225806,morning,6,2.5385910352879693,0.3333333333333333,94.13333333333334,127.09749958569259,43,Male
133,user_1118,7.071428571428571,morning,6,3.025814858109391,0.2878787878787879,102.89393939393939,112.06066995159364,60,Female
134,user_1119,5.319148936170213,morning,6,2.6246692913372702,0.22,103.62,132.36205436368144,44,Female
135,user_112,6.818181818181818,morning,6,2.4608038433722332,0.3384615384615385,108.44615384615385,133.13559369876938,58,Female
136,user_1120,5.913978494623655,morning,6,4.089281382128433,0.23636363636363636,108.50909090909092,113.88813059010221,22,Female
137,user_1121,4.558303886925795,afternoon,6,1.4944341180973264,0.2558139534883721,105.23255813953489,121.20797342707966,37,Non-binary
138,user_1122,7.711267605633803,morning,6,4.78539444560216,0.3287671232876712,106.06849315068493,111.47988372681121,28,Male
139,user_1123,6.702127659574468,morning,6,2.3118054512532935,0.30158730158730157,103.68253968253968,126.63452432045455,27,Male
140,user_1124,7.9720279720279725,morning,6,2.4585451886114367,0.2894736842105263,99.90789473684211,128.22021175580196,57,Female
141,user_1125,7.444444444444445,evening,6,3.1640339933558095,0.23880597014925373,102.29850746268657,105.5655089978573,55,Female
142,user_1126,5.724381625441696,morning,6,1.429840705968481,0.2962962962962963,102.53703703703704,109.85245415373942,23,Female
143,user_1127,6.126760563380282,morning,6,2.973961069759395,0.2413793103448276,104.96551724137932,134.59528586634679,25,Female
144,user_1128,6.41304347826087,afternoon,6,1.7288403306519922,0.3728813559322034,102.08474576271186,124.1912944471348,40,Female
145,user_1129,6.535714285714286,afternoon,6,2.766867462592951,0.18032786885245902,114.0327868852459,120.62919323234738,64,Non-binary
146,user_113,6.630434782608696,afternoon,6,2.2335820757001272,0.26229508196721313,97.80327868852459,127.16935080950414,45,Male
147,user_1130,5.672727272727273,morning,6,1.6193277068654826,0.36538461538461536,106.15384615384616,98.9116817383757,43,Non-binary
148,user_1131,5.559440559440559,morning,6,2.5407785333546005,0.3018867924528302,102.84905660377359,129.25284771537505,63,Female
149,user_1132,6.327272727272728,afternoon,6,3.3266599866332394,0.3448275862068966,105.91379310344827,103.03861784261906,60,Male
150,user_1133,7.84452296819788,morning,6,3.3730961708462712,0.2702702702702703,108.10810810810811,149.61509342176765,29,Female
151,user_1134,5.591397849462365,morning,6,1.6865480854231358,0.3269230769230769,101.25,118.31280904582448,43,Male
152,user_1135,5.054945054945055,morning,6,2.3664319132398464,0.17391304347826086,116.3695652173913,109.62455671218667,30,Male
153,user_1136,6.41304347826087,morning,6,2.0248456731316584,0.23728813559322035,113.62711864406779,126.87150947043037,57,Female
154,user_1137,7.500000000000001,afternoon,6,2.4698178070456938,0.2463768115942029,108.72463768115942,121.8089546063846,35,Male
155,user_1138,6.777777777777778,morning,6,1.5238839267549946,0.2786885245901639,107.65573770491804,129.16426168710578,42,Male
156,user_1139,6.382978723404255,afternoon,6,3.8873012632302,0.26666666666666666,106.53333333333333,108.77066904893799,50,Male
157,user_114,5.658362989323843,afternoon,6,2.263232692902394,0.22641509433962265,104.73584905660377,116.10365388933936,24,Male
158,user_1140,6.690647482014388,morning,6,1.6865480854231356,0.3225806451612903,99.59677419354838,122.33294396983942,64,Female
159,user_1141,6.595744680851063,morning,6,1.2292725943057181,0.20967741935483872,96.8225806451613,115.79601199282563,57,Female
160,user_1142,6.545454545454546,morning,6,3.197221015541813,0.31666666666666665,99.45,110.07951538671142,60,Female
161,user_1143,5.957446808510638,morning,6,2.4585451886114367,0.4107142857142857,113.69642857142857,110.45230547395461,29,Male
162,user_1144,7.473684210526316,morning,6,3.0349812373573433,0.36619718309859156,104.07042253521126,127.53649581188574,61,Female
163,user_1145,6.405693950177936,morning,6,2.4037008503093262,0.4,108.15,107.85326200478617,53,Female
164,user_1146,7.3426573426573425,morning,6,3.2317865716108862,0.22857142857142856,97.65714285714286,133.7725592674306,21,Male
165,user_1147,6.702127659574468,morning,6,2.7908580918579307,0.2857142857142857,105.84126984126983,114.09643188739146,22,Male
166,user_1148,6.947368421052632,morning,6,2.913569784454954,0.2727272727272727,98.21212121212122,121.23052579534325,54,Male
167,user_1149,7.157894736842105,morning,6,2.6161889160464775,0.35294117647058826,101.44117647058823,116.20839178442176,25,Non-binary
168,user_115,5.684210526315789,afternoon,6,1.7126976771553504,0.2777777777777778,92.98148148148148,122.35030247895122,26,Female
169,user_1150,7.157894736842105,afternoon,6,2.394437999475729,0.38235294117647056,101.32352941176471,122.52543279865043,59,Female
170,user_1151,6.043956043956044,afternoon,6,1.6499158227686108,0.2545454545454545,97.34545454545454,111.0798090079933,45,Non-binary
171,user_1152,5.127272727272728,morning,6,2.1108186931983415,0.2978723404255319,111.42553191489361,102.05999940359038,48,Male
172,user_1153,7.473684210526316,morning,6,2.2335820757001272,0.19718309859154928,109.46478873239437,132.51112301451263,26,Female
173,user_1154,5.512367491166078,morning,6,2.7406406388125952,0.19230769230769232,99.46153846153847,104.33462380959733,46,Female
174,user_1155,5.869565217391305,morning,6,1.7126976771553504,0.25925925925925924,96.72222222222223,124.66512472884096,31,Female
175,user_1156,6.823104693140795,morning,6,2.7507574714370344,0.30158730158730157,102.61904761904762,110.79728011942102,57,Non-binary
176,user_1157,5.364963503649635,afternoon,6,1.6633299933166197,0.22448979591836735,117.61224489795919,114.5213907362734,58,Male
177,user_1158,5.631768953068592,morning,6,2.1499353995462798,0.34615384615384615,110.17307692307692,127.5591335382128,39,Male
178,user_1159,6.75,morning,6,1.8287822299126937,0.25396825396825395,104.46031746031746,133.0614979706748,28,Female
179,user_116,5.434782608695652,afternoon,6,2.6246692913372702,0.38,102.36,117.6207694591532,25,Male
180,user_1160,6.170212765957446,morning,6,3.0477678535099892,0.2413793103448276,100.03448275862068,108.98148597681299,40,Female
181,user_1161,7.872340425531915,afternoon,6,2.913569784454954,0.22972972972972974,100.5945945945946,117.61469352909167,18,Female
182,user_1162,6.126760563380282,morning,6,2.043961295567452,0.3448275862068966,119.8103448275862,122.36673995665264,63,Male
183,user_1163,6.398601398601398,morning,6,1.8529256146249728,0.36065573770491804,99.21311475409836,129.03466446179632,54,Female
184,user_1164,7.039711191335741,afternoon,6,2.321398046197353,0.26153846153846155,99.58461538461539,114.26860998618388,38,Male
185,user_1165,5.6521739130434785,afternoon,6,2.043961295567452,0.3269230769230769,101.5,119.85528856115793,43,Male
186,user_1166,6.0,morning,6,3.0623157540948935,0.4074074074074074,119.20370370370371,119.65199902562131,63,Female
187,user_1167,5.1923076923076925,morning,6,2.41522945769824,0.37777777777777777,107.06666666666666,116.45098053175683,53,Female
188,user_1168,6.798561151079136,morning,6,3.1989581637360205,0.23809523809523808,110.44444444444444,116.87279579361295,40,Male
189,user_1169,6.7032967032967035,morning,6,2.5582111805799856,0.2459016393442623,102.73770491803279,115.69900555754855,18,Male
190,user_117,6.021505376344086,afternoon,6,1.9550504398153572,0.25,104.35714285714286,121.59673374135366,29,Male
191,user_1170,6.382978723404255,afternoon,6,2.9814239699997196,0.2833333333333333,99.86666666666666,106.89674223696754,57,Male
192,user_1171,6.043165467625899,afternoon,6,3.025814858109391,0.19642857142857142,99.05357142857143,104.4135683998649,32,Male
193,user_1172,6.549295774647887,afternoon,6,2.6161889160464775,0.22580645161290322,104.45161290322581,143.98002859382888,38,Female
194,user_1173,5.571428571428571,morning,6,3.1198290551460244,0.25,107.82692307692308,103.05571689292024,64,Non-binary
195,user_1174,5.319148936170213,afternoon,6,1.8257418583505536,0.28,106.96,109.12052174227415,26,Male
196,user_1175,6.28158844765343,morning,6,2.3475755815545343,0.3275862068965517,105.56896551724138,115.62529685662629,26,Female
197,user_1176,6.526315789473684,morning,6,3.392802839999859,0.3225806451612903,107.87096774193549,99.39547878141032,27,Female
198,user_1177,6.631578947368421,morning,6,3.622460796505909,0.25396825396825395,114.22222222222223,113.25974321956511,43,Female
199,user_1178,7.0212765957446805,morning,6,1.9550504398153574,0.2727272727272727,101.15151515151516,131.47791200864822,58,Male
200,user_1179,6.382978723404255,afternoon,6,2.3570226039551585,0.35,100.83333333333333,115.34511273627915,52,Non-binary
201,user_118,5.514705882352941,morning,6,2.260776661041756,0.22,112.7,121.66535387419599,51,Female
202,user_1180,6.847826086956522,afternoon,6,1.946506842754191,0.2698412698412698,112.0952380952381,124.2889889584304,42,Male
203,user_1181,5.892857142857142,morning,6,2.9533408577782247,0.41818181818181815,116.61818181818182,128.71090282466326,43,Male
204,user_1182,5.638297872340425,afternoon,6,2.2632326929023936,0.24528301886792453,96.88679245283019,101.03699873374194,28,Male
205,user_1183,5.406360424028269,morning,6,1.8529256146249728,0.2549019607843137,101.31372549019608,114.65721049444446,55,Female
206,user_1184,6.405693950177936,morning,6,2.70801280154532,0.36666666666666664,99.73333333333333,120.35774406978835,19,Male
207,user_1185,6.818181818181818,morning,6,2.068278940998476,0.2923076923076923,106.36923076923077,120.52095912040191,24,Male
208,user_1186,6.51685393258427,morning,6,2.6997942308422114,0.3275862068965517,102.75862068965517,121.004686211787,35,Male
209,user_1187,7.204301075268817,morning,6,1.888562063228706,0.16417910447761194,112.71641791044776,115.89136964032117,44,Female
210,user_1188,6.702127659574468,morning,6,2.311805451253294,0.3492063492063492,109.65079365079364,132.5058024332406,51,Female
211,user_1189,6.315789473684211,morning,6,2.9059326290271157,0.31666666666666665,105.03333333333333,131.10677317787645,44,Male
212,user_119,6.2105263157894735,afternoon,6,2.6012817353502227,0.3050847457627119,106.08474576271186,123.46280217487022,50,Male
213,user_1190,6.947368421052632,afternoon,6,2.7568097504180438,0.25757575757575757,105.54545454545455,108.2152791181328,34,Female
214,user_1191,6.931407942238268,morning,6,2.3190036174568114,0.234375,118.8125,122.99919448239476,60,Female
215,user_1192,6.496062992125984,afternoon,6,2.9533408577782247,0.36363636363636365,102.65454545454546,103.58530346694758,61,Female
216,user_1193,5.631768953068592,morning,6,1.4757295747452437,0.3076923076923077,102.21153846153847,125.7122765309269,41,Male
217,user_1194,7.077464788732394,evening,6,2.0027758514399734,0.2835820895522388,106.34328358208955,127.97133001325457,42,Female
218,user_1195,7.027972027972028,morning,6,3.093002855909879,0.2835820895522388,102.46268656716418,106.49082825997975,24,Non-binary
219,user_1196,5.869565217391305,afternoon,6,2.412928142780514,0.2962962962962963,89.35185185185185,106.82656209319019,23,Female
220,user_1197,6.428571428571428,morning,6,2.581988897471611,0.26666666666666666,106.25,122.11306571466851,41,Male
221,user_1198,6.293706293706294,morning,6,2.70801280154532,0.4,108.58333333333333,115.8964450408861,50,Female
222,user_1199,7.445255474452555,morning,6,2.898275349237888,0.27941176470588236,100.58823529411765,119.7608124286804,46,Female
223,user_12,6.823104693140795,morning,6,2.9832867780352594,0.25396825396825395,104.01587301587301,106.27405006684243,41,Female
224,user_120,5.361216730038023,morning,6,2.496664441476534,0.3404255319148936,89.55319148936171,97.59631932554487,40,Female
225,user_1200,4.574468085106383,morning,6,2.907843798341918,0.2558139534883721,109.93023255813954,117.05592189280395,60,Female
226,user_1201,7.183098591549296,morning,6,3.2930904093942583,0.2647058823529412,97.83823529411765,138.94717034376777,39,Male
227,user_1202,7.259786476868327,morning,6,2.9363620727393656,0.29411764705882354,101.57352941176471,124.01577969657502,43,Male
228,user_1203,5.892857142857142,morning,6,1.9002923751652299,0.2909090909090909,103.4,116.19707830358435,45,Female
229,user_1204,5.892857142857142,morning,6,1.8408935028645435,0.3090909090909091,105.85454545454546,129.76082928300218,38,Female
230,user_1205,7.872340425531915,morning,6,3.8355066303046734,0.21621621621621623,104.56756756756756,111.29502321209526,24,Male
231,user_1206,6.559139784946236,evening,6,2.514402955419481,0.2786885245901639,106.36065573770492,113.2450208431378,34,Non-binary
232,user_1207,6.606498194945849,morning,6,1.7919573407620815,0.29508196721311475,99.47540983606558,128.4522587125722,37,Male
233,user_1208,5.785714285714286,morning,6,2.0655911179772892,0.18518518518518517,110.72222222222223,120.61632967403224,58,Female
234,user_1209,6.9411764705882355,morning,6,2.8460498941515415,0.3559322033898305,101.83050847457628,106.20180341689972,37,Female
235,user_121,6.173285198555957,morning,6,2.710063549890379,0.2631578947368421,101.89473684210526,121.14340541409867,41,Female
236,user_1210,7.526881720430107,afternoon,6,2.3570226039551585,0.3,91.77142857142857,122.15948724497687,39,Female
